IDRenglonVR,IDSubDeterminacionVR,Categoria,ValoresNormales,InformarUnidades
2314,3786,No reactivo:,"Menor a 1,00",1
2316,3787,No reactivo:,"Menor de 1,00",1
2317,3787,Reactivo:,"Igual o mayor de 1,00",1
2318,3788,Valor de referencia:,Negativo,1
2319,3789,Valor de referencia:,Negativo,1
2320,3790,Negativo:,Menor a 20,1
2321,3790,Positivo:,Mayor a 20,1
2322,3791,Valor de referencia:,No reactivo,1
2323,3792,Ausencia:,> 60,1
2324,3792,Dudoso:,30 - 60,1
2325,3792,Presencia:,< 30,1
2326,2006,Valores de referencia:,40 a 220,1
2327,3793,Negativo:,Menor a 20,1
2328,3793,Positivo:,Mayor a 20,1
2329,3795,Valores de referencia:,de 75 a 125,1
2338,3799,No reactivo:,"Menor de  0,80",1
2339,3799,Indeterminado:," Desde 0,80 hasta 0,99",1
2340,3799,Reactivo:,"Igual o mayor a 1,00",1
2341,3800,Hombre adulto:,"2,1 a 17,7",1
2342,3800,Mujer adulta:,"2,8 a 29,2",1
2343,3802,Ausencia:,> 60,1
2344,3802,Dudoso:,30 a 60,1
2345,3802,Presencia:,< 30,1
2346,3803,Valor de referencia:,menor a 100,1
2347,3804,Niños - Hombre:,5500 a 13400,1
2348,3804,Mujeres >40 años:,5500 a 13400,1
2349,3804,Mujeres 16 a 39 años,4400 a 11700,1
2350,3804,no emb no ACO,,0
2351,3804,Mujeres 18 a 41 años,3800 a 9500,1
2352,3804,emb o ACO,,0
2353,3661,"0,96",,1
2355,2582,En orina ocasional:,Hasta 25,1
2356,3806,En orina ocasional:,Hasta 25,1
2357,3807,Valor de referencia:,Menor a  10,1
2358,3810,Hombres:,"Hasta 1,0",1
2359,3810,Mujeres:,"Hasta 10,0",1
2360,3810,1 año:,"Hasta 15,0",1
2361,3810,Mayores de 1 año:,"Hasta 10,0",1
2362,3814,Negativo:,Menor de 9,1
2363,3814,Indetermiando:,de 9 - 11,1
2364,3814,Positivo:,Mayor o igual a 11,1
2365,3815,Negativo:,"Menor de 0,9",1
2366,3815,Indeterminado:,"de 0,9 a 1,0",1
2367,3815,Positivo:,"Mayor o igual a 1,1",1
2368,3825,Valor de referencia:,60 % de Glucemia.,0
2369,3826,Adultos:,15-45,1
2370,3842,Valor de referencia:,"1,5 a 6,8",1
2371,3848,Valor de referencia:,15 mill. A 213 mill,1
2372,3849,Valor de referencia:,39 mill. A 802 mill.,1
2373,3850,Valor de referencia:,40 a 78,1
2374,3851,Valor de referencia:,58 a 91,1
2375,3853,Valor de referencia:,Mayor a 10 mill.,1
2376,3858,Valor de referencia:,32 a 72,1
2377,3847,Valor de referencia:,"7,2 a 8,0",1
2378,3866,Adultos:,"Hasta 1,20",1
2379,3867,Adultos:,"Hasta 0,20",1
2380,3868,Adultos:,"Hasta 1,0",1
2381,3864,Valor de referencia:,Menor a 1.000.000,1
2382,3872,Valor de referencia,NEGATIVO,1
2385,3873,Valor de referencia:,NEGATIVO,1
2388,3874,Adultos:,De 250 a 400,1
2392,3878,Valor normal:,20 - 55,1
2393,3872,Valor de corte,1/160,1
2394,3873,Valor de corte:,1/160,1
2395,3879,1-2 años:,"0,7 a 3,9",1
2396,3879,3-4 años:,"0,9 a 4,7",1
2397,3879,5-6 años:,"1,1 a 5,6",1
2398,3879,7-8 años:,"1,4 a 6,5",1
2399,3879,9-10 años:,"1,8 a 7,7",1
2400,3879,11-12 años:,"2,4 a 8,9",1
2401,3879,13-14 años:,"3,1 a 10,0",1
2402,3879,15-16 años:,"3,5 a 9,5",1
2403,3879,17-18 años:,"3,2 a 7,9",1
2404,3879,21-50 años:,"3,3 a 7,8",1
2405,3879,51-85 años:,"2,2 a 6,8",1
2406,3881,3 a 6 años:,"1,4 a 4,3",1
2407,3881,6 a 10 años:,"2,1 a 4,7",1
2408,3881,10 a 16 años:,"2,4 a 8,7",1
2409,3881,Adultos:,"1,4 a 8,8",1
2410,3883,Valor de referencia:,70 a 120,1
2411,3884,Recien Nacidos:,"1,25 a 3,0",1
2412,3884,Adultos:,"2,0 a 4,0",1
2413,3885,Valor de referencia:,Menor de 10,1
2414,3886,Arterial:,"De 7,35 a 7,45",1
2415,3886,Venoso:,"De 7,33 a 7,43",1
2424,3894,Arterial:,de 35 a 45,1
2425,3894,Venoso:,de 38 a 50,1
2426,3895,Arterial:,de 80 a 100,1
2427,3895,Venoso:,de 30 a 50,1
2428,3896,Arterial:,de 22 a 26,1
2429,3896,Venoso:,de 23 a 27,1
2430,3897,Valores normales:,de -2 a +2,1
2431,3898,Arterial:,de 94 a 100,1
2432,3898,Venoso:,de 60 a 85,1
2433,3900,Valores de referencia:,50 - 150,1
2435,3902,No expuestos:,,0
2436,3917,,,0
2437,3921,Intervalo de referencia,< 250,1
2438,3921,TVP/embolia pulmonar,< 500,1
2439,3922,Negativo:,Menor a 10 JDF,1
2440,3923,Valor de referencia:,Negativo,1
2441,3924,Negativo:,"Hasta 17,0",1
2442,3927,,,1
2443,3928,"0,96",,1
2444,3930,Valores de referencia:,"82,0  a  95,0",1
2445,3931,Valores de referencia:,"27,0  a  32,0",1
2446,3932,Valores de referencia:,"32,0  a  36,0",1
2447,3948,Valores de referencia:,150.000 a 400.000,1
2448,3949,Hombres:,109 - 352,1
2449,3949,Mujeres:,5 - 200,0
2450,3949,Fase folicular:,62 - 158,1
2451,3949,Postmenopausia,< 5,1
2452,3950,40,"14,3",1
2453,3951,"0,96",,1
2454,3953,Valores de referencia:,"82,0  a  95,0",1
2455,3954,Valores de referencia:,"27,0  a  32,0",1
2456,3955,Valores de referencia:,"32,0  a  36,0",1
2457,3971,Valores de referencia:,150.000 a 400.000,1
2458,3972,Clase 0:,Ausencia,1
2459,3973,Clase 0:,Ausencia,1
2460,3974,Clase 0:,Ausencia,1
2461,2730,Clase 0:,Ausencia,1
2462,3975,Clase 0:,Ausencia,1
2463,3976,Clase 0:,Ausencia,1
2464,3977,Clase 0:,Ausencia,1
2465,3978,Clase 0:,Ausencia,1
2466,3979,Clase 0:,Ausencia,1
2467,3980,Clase 0:,Ausencia,1
2468,3981,Clase 0:,Ausencia,1
2469,3982,Clase 0:,Ausencia,1
2470,3983,Clase 0 :,Ausencia,1
2471,3984,Clase 0:,Ausencia,1
2472,3985,Clase 0:,Ausencia,1
2473,3986,Clase 0:,Ausencia,1
2474,3987,Clase 0:,Ausencia,1
2475,3988,Valores de referencia:,De 5.320 a 12920,1
2477,3989,Valor de referencia:,De 50 a 100,1
2478,3990,Valor de referencia :,"Menor a 5,7",1
2479,3904,,,1
2480,3991,Adultos:,de 65 a 400,1
2481,3999,Adultos normales,Hasta 77,1
2482,3999,Pac. Tiroidectomizados,Hasta 1,1
2483,3743,No reactivo:,"Hasta 0,90",1
2484,3743,Indeterminado:,"de 0,90 a 1,10",1
2485,3743,Reactivo:,"Mayor a 1,10",1
2486,4000,Valor de referencia:,Hasta 6.0,1
2487,4001,Clase 0:,Ausencia,1
2488,4002,Clase 0:,Ausencia,1
2489,4003,Valor de referencia:,No Detectable,1
2490,4007,valores de referencia:,"Hasta 1,75",1
2491,4008,No reactivo:,"Hasta 0,90",1
2492,4008,Indeterminado:,"De 0,90 a 1,10",1
2493,4008,Reactivo:,"Mayor de 1,10",1
2494,4011,Negativo:,No se observan BAAR.,1
2495,4011,Positivo + (una),0 a 1 BAAR/100 c,1
2496,4011,"             ++ (dos)",1 a 10 BAAR/50 c,1
2497,4011,"             +++ (tres)",> de 10 BAAR/50 c,1
2498,4012,Negativo:,No se observan BAAR.,1
2499,4012,Positivo + (una),0 a 1 BAAR/100 c,1
2500,4012,"             ++ (dos)",1 a 10 BAAR/50 c,1
2501,4012,"             +++ (tres)",> de 10 BAAR/50 c,1
2502,4013,Negativo:,No se observan BAAR.,1
2503,4013,Positivo + (una),0 a 1 BAAR/100 c,1
2504,4013,"             ++ (dos)",1 a 10 BAAR/50 c,1
2505,4013,"             +++ (tres)",> de 10 BAAR/50 c,1
2506,4014,Negativo:,No se observan BAAR.,1
2507,4014,Positivo + (una),0 a 1 BAAR/100 c,1
2508,4014,"             ++ (dos)",1 a 10 BAAR/50 c,1
2509,4014,"             +++ (tres)",> de 10 BAAR/50 c,1
2510,4016,Mujeres:,"Hasta 5,9",1
2511,4016,Hombres:,"Hasta 12,7",1
2512,4017,No reactivo:,"Menor a 0,50",1
2513,4017,Indeterminado:," entre 0,50 - 0,99",1
2514,4017,Reactivo:,"Mayor o igual a 1,00",1
2515,4018,Suero:,Hasta 21,1
2516,4018,Liquido Pleural:,Hasta 30,1
2517,4018,HIV + Asintomatico,"de 22,5 a 42,9",1
2518,4018,HIV + Sintomatico,"de 28 a 64,4",1
2519,4019,Valor de referencia:,280 a 295,1
2520,4022,Semanas:,Mediana:,0
2521,4022,9,0.60,1
2522,4022,10,0.86,1
2523,4022,11,1.30,1
2524,4022,12,2.30,1
2525,4022,13,3.73,1
2526,4022,14,4.98,1
2527,4025,Adultos:,Hasta 50,1
2528,4025,Niños:,Hasta 20,1
2529,4026,B.E.I,15,1
2530,4027,Posición erguida:,"4,4 a 46,1",1
2531,4027,Posición supina:,"2,8 a 39,9",1
2532,4028,Negativo:,< 9,1
2533,4028,Indeterminado:,de 9 - 11,1
2534,4028,Positivo:,> 11,1
2535,4030,Negativo:,>1.8 seg.,1
2536,4030,Positivo:,< o igual a 1.8 seg.,1
2537,4032,Lisis de euglobulinas:,Mayor a 130 min,1
2538,4032,Indice pre-post isquemia:,"Menor a 0,70",1
2539,2758,,,1
2540,3786,Reactivo:,"Mayor o igual a 1,00",1
2541,4081,Valor de referencia:,150 a 400,1
2542,4082,Valor de referencia:,340 a 670,1
2543,4083,Valor de referencia:,400 a 740,1
2544,4057,,,0
2545,4057,,,0
2546,4057,,,0
2547,4085,Negativo:,Hasta 60,1
2548,4086,No reactivo:,"Menor de  0,80",1
2549,4086,Indeterminado:," Desde 0,80 hasta 0,99",1
2550,4086,Reactivo:,"Igual o mayor a 1,00",1
2551,4088,Valoras de referencia:,NEGATIVO,1
2552,4088,Dilución de corte:,1/40,1
2553,4089,Valoras de referencia:,NEGATIVO,1
2554,4089,Dilución de corte:,1/40,1
2557,4090,Negativo:,"Menor o igual 0,90",1
2558,4090,Indeterminado:,"0,91 a 1,09",1
2559,4090,Positivo:,"Mayo o igual 1,10",1
2560,4092,Negativo:,"Menor de 0,75",1
2561,4092,Indeterminado:,"De 0,76 a 1,00",1
2562,4092,Positivo:,"Mayor a 1,0",1
2563,4079,Valor de referencia:,Menor a 25,1
2564,4123,Entre  las 16-18 hs,50% del matutino,0
2566,4124,Valor de referencia:,5 a 20,1
2567,4125,,Entre 70 - 130%,1
2568,4126,Normal:,Menor a 30,1
2569,4126,Microalbuminuria:,De 30 a 300,1
2570,4126,Proteinuria:,Mayor a 300,1
2571,2818,Con Hidantoína:,"0,8 - 5,6",1
2572,2818,Con Fenobarbital:,"2,4 - 9,0",1
2573,2818,Con Oxcarbamazepina:,"1,4 - 9,1",1
2574,2818,Con Valproato:,"2,8 - 13,9",1
2575,2818,Con Lamotrigina:,"2,6 - 13,7",1
2577,4130,Negativo:,"menor a 0,9",1
2578,4130,Indeterminado:,"de 0,9 a 1,1",1
2579,4130,Positivo:,"mayor a 1,1",1
2580,4131,Negativo:,"menor a 0,9",1
2581,4131,Indeterminado:,"de 0,9 a 1,1",1
2582,4131,Positivo:,"mayor a 1,1",1
2583,4132,Negativo:,"menor a 0,9",1
2584,4132,Indeterminado:,"de 0,9 a 1,1",1
2585,4132,Positivo,"mayor a 1,1",1
2586,4134,,,0
2587,4134,,,0
2588,4134,,,0
2589,3065,1 a 11 meses:,"De 0,8 a 6,2",1
2590,3065,1 a 5 años:,"De 0,7 a 5,7",1
2591,3065,6 a 10 años:,"De 0,6 a 5,0",1
2592,3065,11 a 18 años:,"De 0,5 a 4,4",1
2593,2655,1 a 23 meses:," 0,94 - 1,44",1
2594,2655,2 a 12 años:,"0,86 - 1,40",1
2595,2655,13 a 20 años:,"0,83 - 1,43",1
2597,2647,15 a 18 años:,"De 5,0 a 11,8",1
2598,2647,Adultos:,"De 4,5 a 11,9",1
2599,3359,1 a 11 meses:,"De 1,0 a 2,2",1
2600,3359,1 a 5 años:,"De 0,9 a 2,2",1
2601,3359,6 a 10 años:,"De 0,9 a 2,1",1
2602,3359,11 a 14 años:,"De 0,7 a 1,9",1
2603,3359,15 a 18 años:,"De 0,6 a 1,7",1
2604,4142,,,0
2605,4142,,,0
2606,4142,,,0
2607,4157,Hombre:,"De 5,5 a 22,9",1
2608,4157,Mujeres:,"De 4,9 a 26,6",1
2609,4157,Postmenopausia:,"De 5,2 a 24,4",1
2610,4158,Negativo:,"< 0,9",1
2611,4158,Indeterminado:,"0,9 a 1,0",1
2612,4158,Positivo:,">1,0",1
2613,4159,Negativo:,"<0,9",1
2614,4159,Indeterminado:,"0,9 a 1,0",1
2615,4159,Positivo:,">1,0",1
2616,4160,Valor de referencia:,"de 0,20 a 2,00",1
2617,4161,V.R:,Negativo,1
2618,4161,Valor de corte:,1/10,1
2619,2852,,,0
2620,2852,,,0
2621,4163,Valor de referencia:,"0,9 a 2,0",1
2622,4164,Negativo:,Menor a 10,1
2624,4164,Positivo:,Mayor o igual a 10,1
2625,4166,Negativo:,Menor a 10,1
2627,4166,Positivo:,Mayor o igual a 10,1
2628,187,2 a 4,"39,1 a 8388",1
2629,187,5 a 6,861 a 88769,1
2630,4204,Valor de Referencia:,Menor a 10,1
2642,4208,Valores de referencia:,De 8 a 52,1
2643,4210,Orina de 7 a 8 hs:,50 a 180,1
2644,4210,Orina de 22 a 23 hs:,6 a 43,1
2645,4212,Valor de referencia:,13 a 15,1
2646,4213,Valor de referencia:,de 72 a 100,1
2647,4214,Valor de referencia:,De 33 a 46,1
2648,4215,Valor de referencia:,De 150.000 a 400.000,1
2649,4216,Valor de referencia:,"de 1,00 a 1,20",1
2650,4217,Clase 0:,Ausencia,1
2651,4218,Negativo:,"Menor a 0,30",1
2652,4219,Negativo:,Valor de corte 1/70,1
2653,4122,Valor de referencia:,"de 1,00 a 1,20",1
2654,4223,Valor de referencia:,4-20,1
2658,4225,Acostado:,"De 1,8 a 23,2",1
2659,4225,De pie:,"De 2,5 a 39,2",1
2660,4233,Semana,Mediana,0
2661,4233,14,"0,16",1
2662,4233,15,"0,39",1
2663,4233,16,"0,62",1
2664,4233,17,"0,85",1
2665,4233,18,"1,08",1
2666,4233,19,"1,31",1
2667,4233,20,"1,54",1
2668,4234,Semanas:,Mediana:,0
2669,4234,14,44476,1
2670,4234,15,35477,1
2671,4234,16,28299,1
2672,4234,17,22573,1
2673,4234,18,18006,1
2674,4234,19,14362,1
2675,4234,20,11456,1
2676,4207,Semana,Mediana,0
2677,4207,14,"25,4",1
2678,4207,15,"29,9",1
2679,4207,16,"35,1",1
2680,4207,17,"41,3",1
2681,4207,18,"48,7",1
2682,4207,19,"57,3",1
2683,4207,20,"67,4",1
2684,4207,,,0
2685,4207,Como marcador oncológico:,"Hasta 8,0",1
2686,4235,Semanas:,Mediana:,0
2687,4235,10,"65,92",1
2688,4235,11,"52,90",1
2689,4235,12,"42,45",1
2690,4235,13,"34,07",1
2691,4235,14,"26,50",1
2694,4236,Semana de embarazo:,Mediana:,0
2695,4236,14,"25,4",1
2696,4236,15,"29,9",1
2697,4236,16,"35,1",1
2698,4236,17,"41,3",1
2699,4236,18,"48,7",1
2700,4236,19,"57,3",1
2701,4236,20,"67,4",1
2702,4237,Semana de embarazo:,Mediana:,0
2703,4237,14,44476,1
2704,4237,15,35477,1
2705,4237,16,28299,1
2706,4237,17,22573,1
2707,4237,18,18006,1
2708,4237,19,14362,1
2709,4237,20,11456,1
2710,4238,Semana de embarazo:,Mediana:,0
2711,4238,14,"0,16",1
2712,4238,15,"0,39",1
2713,4238,16,"0,62",1
2714,4238,17,"0,85",1
2715,4238,18,"1,08",1
2716,4238,19,"1,31",1
2717,4238,20,"1,54",1
2718,4239,Semana de embarazo:,Mediana:,0
2719,4239,14,"25,4",1
2720,4239,15,"29,9",1
2721,4239,16,"35,1",1
2722,4239,17,"41,3",1
2723,4239,18,"48,7",1
2724,4239,19,"57,3",1
2725,4239,20,"67,4",1
2726,4240,Semana de embarazo:,Mediana:,0
2727,4240,14,44476,1
2728,4240,15,35477,1
2729,4240,16,28299,1
2730,4240,17,22573,1
2731,4240,18,18006,1
2732,4240,19,14362,1
2733,4240,20,11456,1
2734,4241,Semana de embarazo:,Mediana:,0
2735,4241,14,"0,16",1
2736,4241,15,"0,39",1
2737,4241,16,"0,62",1
2738,4241,17,"0,85",1
2739,4241,18,"1,08",1
2740,4241,19,"1,31",1
2741,4241,20,"1,54",1
2742,4243,Negativo:,"Menor a 0,50",1
2743,4243,Indeterminado:,"De 0,51 a 0,99",1
2744,4243,Positivo:,"Mayor o igual a 1,00",1
2745,4244,No reactivo:,"Menor a 0,50",1
2746,4244,Indeterminado:,"De 0,50 a 0,99",1
2747,4244,Reactivo:,"Mayor o igual a 1,00",1
2748,4245,Premenopausia:,"Hasta 97,5",1
2749,4245,Postmenopausia:,"Hasta 2,1",1
2750,4248,Valor de referencia:,"Mayor o igual a 1,5",1
2751,4253,Valor de referencia:,"Mayor o igual a 7,2",1
2752,4254,Valor de referencia:,Mayor a 15 millones,1
2753,4255,Valor de referencia:,Mayor a 39 millones,1
2754,4256,Valor de referencia:,Mayor a 32,1
2755,4257,Valor de referencia:,58 a 91,1
2756,4259,Valor de referencia:,Mayor a 40,1
2758,4270,Valor de referencia:,Menor a 1.000.000,1
2759,4273,Valor de referencia:,Mayor a  58,1
2760,4252,,,1
2761,1301,INDETERMINADO:,Entre 1/40 y 1/160,1
2762,1301,POSITIVO:,Mayor a 1/320,1
2763,2776,Negativo:,Menor a 9,1
2764,2776,Indeterminado:,De 9 a 11,1
2765,2776,Positivo:,Mayor a 11,1
2766,2778,Negativo:,Menor a 9,1
2767,2778,Indeterminado:,De 9 a 11,1
2768,2778,Positivo:,Mayor a 11,1
2769,4276,No reactivo:,"Menor 0,50",1
2770,4276,Indeterminado:,"0,50 a 0,99",1
2771,4276,Reactivo:,"Mayor o igual a 1,00",1
2772,4277,Valor de referencia:,13 a 15,1
2773,4278,Valor de referencia:,de 72 a 100,1
2774,4279,Valor de referencia:,De 33 a 46,1
2775,4280,Valor de referencia:,De 150.000 a 400.000,1
2776,4281,Valor de referencia:,"de 1,00 a 1,20",1
2777,4282,Valor de referencia:,"12,9 - 15,3",1
2778,4283,Valor de referencia:,de 72 a 100,1
2779,4284,Valor de referencia:,De 25 a 41,1
2780,4285,Valor de referencia:,De 150.000 a 400.000,1
2781,4286,Valor de referencia:,"de 1,00 a 1,20",1
2782,1805,Indeterminado:,Entre 15 - 25,1
2783,1805,Positivo,Mayor a 25,1
2784,4287,Negativo:,Menor a 16,1
2785,4287,Indeterminado:,Entre 16 - 24,1
2786,4287,Positivo,Mayor a 24,1
2787,4288,Negativo:,Menor a 15,1
2788,4288,Indeterminado:,Entre 15 - 25,1
2789,4288,Positivo:,Mayor a 15,1
2790,4289,Negativo:,Menor a 16,1
2791,4289,Indeterminado:,Entre 16 - 24,1
2792,4289,Positivo:,Mayor a 24,1
2793,4290,Negativo:,Menor a 16,1
2794,4290,Indeterminado:,Entre 16 - 24,1
2795,4290,Positivo:,Mayor a 24,1
2796,4291,Negativo:,Menor a 16,1
2797,4291,Indeterminado:,Entre 16 - 24,1
2798,4291,Positivo:,Mayor a 24,1
2799,4292,Negativo:,Menor a 15,1
2800,4292,Indeterminado:,Entre 15 - 25,1
2801,4292,Positivo:,Mayor a 25,1
2803,3902,Mujeres:,"2,0 a 15,2",1
2804,3903,,,1
2805,4297,Rango terapeutico:,,0
2806,4297,Valle:,15 a 20,1
2807,4297,Pico:,30 a 40,1
2808,4299,Resultado:,Hasta 30,0
2809,2851,,Mujeres: 60 a 117,1
2810,2023,Mujeres:,hasta 8,1
2811,2023,Niños de 1 año:,hasta 15,1
2812,2023,Niños mas de 1 año:,hasta 10,1
2813,4302,,,0
2814,4302,,,0
2815,4303,EXUDADO:,Mayor a 30,1
2816,4303,TRASUDADO:,Menor a 30,1
2817,4304,EXUDADO:,Mayor a 200,1
2818,4304,TRASUDADO,Menor a 200,1
2819,4306,EXUDADO:,Mayor a 1000,1
2820,4306,TRASUDADO:,Menor a 1000,1
2821,4310,,,0
2822,4310,,,0
2823,4311,Exudado:,Mayor a 30,1
2824,4311,trasudado:,Menor a 30,1
2825,4312,Exudado:,Mayor a 200,1
2826,4312,Trasudado:,Menor a 200,1
2827,4314,EXUDADO:,Mayor a 1000,1
2828,4314,TRASUDADO:,Menor a 1000,1
2829,4318,Normal:," 60-80% de la glucemia",0
2830,4320,Normal:,Menor a 10,1
2831,4319,Normal:,Menor a 45,1
2833,187,6 a 8,8636 a 218085,1
2834,187,8 a 10,18700 a 244467,1
2835,187,10 a 12,23143 a 181899,1
2836,187,13 a 27,6303 a 97171,1
2837,187,28 a 40,4360 a 74883,1
2840,4330,Menor a 1 año:,"1,51 - 7,92",1
2841,4330,1 a 3 años:,"2,65 - 9,38",1
2842,4330,3 a 6 años:,"3,62 - 12,28",1
2843,4330,6 a 12 años:,"3,77 - 11,31",1
2844,4330,12 a 18 años:,"3,62 - 10,27",1
2845,4330,Mayor a 18 años:,"4,05 - 10,11",1
2846,4331,Menor a 1 año:,"0,26 - 1,36",1
2847,4331,1 a 3 años:,"0,28 - 2,16",1
2848,4331,3 a 6 años:,"0,57 - 2,90",1
2849,4331,6 a 12 años:,"0,68 - 3,88",1
2850,4331,12 a 18 años:,"0,81 - 4,72",1
2851,4331,Mayor a 18 años:,"1,69 - 7,86",1
2852,4332,Menor a 1 año:,"0,09 - 0,92",1
2853,4332,1 a 3 años:,"0,09 - 0,86",1
2854,4332,3 a 6 años:,"0,13 - 0,80",1
2855,4332,6 a 12 años:,"0,16 - 0,89",1
2856,4332,12 a 18 años:,"0,14 - 1,06",1
2857,4332,Mayor a 18 años:,"0,11 - 0,85",1
2858,4333,Menor a 1 año:,"0,01 - 0,46",1
2859,4333,1 a 3 años:,"0,01 - 0,74",1
2860,4333,3 a 6 años:,"0,01 - 1,45",1
2861,4333,6 a 12 años:,"0,01 - 1,70",1
2862,4333,12 a 18 años:,"0,05 - 2,00",1
2863,4333,Mayor a 18 años:,"0,03 - 2,01",1
2864,3397,Negativo:,Menor a 12,1
2866,4336,Negativo:,Menor a 12,1
2867,4329,Normal:,mas de 200,1
2868,4329,I.P.E moderada:,de 100 a 200,1
2869,4329,I.P.E severa:,menor de 100,1
2870,4339,Valor normal:,"Hasta 12,5",1
2871,4341,Clase 0:,Ausencia,1
2872,4347,Clase 0:,Ausencia,1
2875,4311,Criterios de Ligth:,,0
2876,4311,Exudado:,"LP/Plasma > 0,5",0
2877,4311,Trasudados:,"LP/Plasma < 0,5",0
2878,4312,Criterio de Light:,,0
2879,4312,Exudado:,"LP/plasma > 0,6",0
2880,4312,Trasudado:,"LP/plasma < 0,6",1
2881,4325,Exudado:,> 25,1
2882,4325,Trasudado:,< 25,1
2883,4348,Valor de referencia:,No detectable,1
2884,4349,Resultado:,"0,8 a 2",1
2885,4350,Negativo:,< 9,1
2886,4350,Indeterminado:,9-11,1
2887,4350,Positivo:,> 11,1
2888,4351,Negativo:,"< 9,0",0
2889,4351,Indeterminado:,9 a 11,0
2890,4351,Positivo:,> 11,0
2891,4352,Negativo:,< 9,1
2892,4352,Indeterminado:,9 - 11,1
2893,4352,Positivo:,> 11,1
2894,4353,Negativo:,"< 9,0",0
2895,4353,Indetermiando:,9 a 11,0
2896,4353,Positivo:,"> 11,0",0
2897,4354,Población sana:,"Menor a 0,05",1
2898,4354,Infecciones locales:,"0,05-0,5",1
2899,4354,Infección sistemica:,"0,5-2",1
2900,4354,Sepsis grave:,2 a 10,1
2901,4355,V.r:,Negativo,1
2902,4356,Valor de referencia:,< 50%,1
2903,4357,Valores de referencia:,Según OMS 2010,1
2904,4355,Valor de corte:,1/16,1
2905,4374,Valores de referencia:,Según OMS 2010,1
2906,4391,Rango dinamico:,de 20 a 10.000.000,1
2907,4393,Rango dinamico:,de 20 a 10.000.000,1
2908,4395,Interpretacion:,,0
2909,4395,HETERODIMEROS:,,0
2910,4395,"DQ-2,5:",Riesgo muy alto,0
2911,4395,"DQ-7,5 + DQ-2,2:",Riesgo muy alto,0
2912,4395,DQ 8:,Riesgo alto,0
2913,4395,"DQ-2,2:",Riesgo bajo,0
2914,4402,Nivel optimo:,Menor de 130,1
2915,4403,Valor limite para IM:,"0,05",1
2916,4404,Valor de referencia:,Menor a 150,1
2918,4406,Valor de referencia:,Menor a 150,1
2919,4410,No reactivo:,Menor de 20,1
2920,4410,Reactivo:,Mayor o igual de 20,1
2921,4411,Ambulatorio,,0
2922,4411,(posición erguida),"0,10 - 6,56",1
2923,4411,Reposo,,0
2924,4411,(posición supina),"0,15 - 2,33",1
2925,4412,Deseable:,Hasta 200,1
2926,4412,Moderadamente alto:,De 201 a 239,1
2927,4412,Alto:,Mayor de 240,1
2928,4413,Hombres:,de 30 a 70,1
2929,4413,Mujeres:,de 35 a 95,1
2930,4414,Riesgo bajo:,Hasta 140,1
2931,4414,Riesgo moderado:,de 140 a 190,1
2932,4414,Riesgo alto:,Mayor a 190,1
2933,4415,Hombres:,"Hasta 4,95",1
2934,4415,Mujeres:,"Hasta 4,44",1
2935,4416,Valor de referencia:,Hasta 200,1
2936,4418,Negativo:,Menor a 10,1
2937,4418,Positivo:,Mayor e igual que 10,1
2938,4434,Valores de referencia:,De 33-58,1
2939,4435,Valores de referencia:,De 404 a 1129,1
2940,4437,Resultado,"> a 0,5 ALTA AVIDEZ",1
2941,4438,Valor de referencia:,No detectable,1
2942,4439,Valor de referencia:,Negativo,1
2943,4443,Valores de referencia:,Hasta 14,1
2944,4449,Valor de corte:,Dilución 1/16,1
2945,4453,Valor de corte:,Dilución 1/16,1
2946,4456,Valor de corte:,Dilución 1/16,1
2947,4459,Adultos:,hasta 200,1
2948,4459,Niños:,hasta 150,1
2949,3996,,,1
2950,4461,Hombres:,"Hasta 1,0",1
2951,4461,Mujeres:,"Hasta 10,0",1
2952,4461,1 año:,"Hasta 15,0",1
2953,4461,Mayores de 1 año:,"Hasta 10,0",1
2954,4466,Semanas:,Mediana:,0
2955,4466,10,"65,92",1
2956,4466,11,"52,90",1
2957,4466,12,"42,45",1
2958,4466,13,"34,07",1
2959,4466,14,"26,50",1
2960,4468,Semana de embarazo:,Mediana:,0
2961,4468,10,"65,92",1
2962,4468,11,"52,90",1
2963,4468,12,"45,45",1
2964,4468,13,"34,07",1
2965,4468,14,"26,50",1
2966,4469,,,1
2967,4470,Semana de embarazo:,Mediana:,0
2968,4470,9,"0,60",1
2969,4470,10,"0,86",1
2970,4470,11,"1,30",1
2971,4470,12,"2,30",1
2972,4470,13,"3,73",1
2973,4470,14,"4,98",1
2974,4472,Valor de referencia:,"3,30 a 19,40",1
2975,4473,Relacion Kappa/lambda.,"0,26 a 1,65",1
2976,4474,Valor de referencia:,"5,71 a 26,30",1
2977,4475,Relacion Kappa/lambda:,"0,26 a 1,65",1
2978,4475,Pacientes en ERC,"0,37 a 3,10",1
2979,4473,Pacientes en ERC:,"0,37 a 3,10",1
2980,4476,Plasma,,0
2981,4476,Sangre Venosa:,"4,5 - 10,8",1
2982,4476,Sangre Arterial,"< 11,3",1
2985,4477,Valor de referencia:,Negativo,1
2986,4481,Valor normal:,70 a 120,1
2987,3441,Interpretacion:,,0
2988,3441,Negativo:,"< 9,0",1
2989,3441,Indeterminado:,9-11,1
2990,3441,Positivo:,> 11,1
2991,3440,Interpretacion:,,0
2992,3440,Negativo:,"< 9,0",1
2993,3440,Indeterminado:,9-11,1
2994,3440,Positivo:,> 11,1
